Title,endereco,fone,whatsapp,instagram,site
"Impressão e Cia - Gráfica","Rua Celina Lisboa Frederico, 252 - Unaí - MG","(38) 3676-5532",,,
"Impressão e Cia - Filial","Avenida José Luiz Adjuto, 757 - Unaí - MG","(38) 3677-5500",,,
"Laboratório Dias","Rua Alba Gonzaga, 128 - Centro - Unaí - MG","(38) 3676-3078","(38) 99994-3146",https://www.instagram.com/laboratoriodias/,https://www.labdias.com.br
"Globo Cereais e Representações","Rua Alba Gonzaga, 108 - Unaí - MG","(38) 3676-9038",,,
"Globo Escapamentos","Rua Prefeito João Costa, 963 - Unaí - MG","(38) 3676-5999",,,
"Gold Fotografias","Rua Matias Nunes Souza, 169 - Unaí - MG","(38) 3677-4930",,,
"GR Serralheria Unaí","Avenida São João, 546 - Unaí - MG","(38) 3676-4109",,,
"Cristina Artes Gráficas","Rua Prefeito João Costa, 833 - Unaí - MG","(38) 3676-1676",,,
"Gráfica Rio Preto","Avenida José Luiz Adjuto, 118 - Centro - Unaí - MG","(38) 3676-3266",,,
"Gramado Transportes","Rodovia Br 251, 981 - Unaí - MG","(38) 3676-3224",,,
"Premoart - Concreto Polido e Granitina","Rua Paracatu, 990 - Unaí - MG","(38) 3676-8888",,,
"Grancar Pneus","R. do Ouvidor, 76 - De Lourdes, Unaí - MG","(38) 3676-0606","(61) 98137-2460",https://www.instagram.com/grancarpneus,
"Grupo Ribeiro Comercial Agrícola Ltda","Rua Graúna, 200 - Unaí - MG","(38) 3677-2001",,,
"Guardian Ronda Noturna","Avenida Belo Horizonte, 399 - Unaí - MG","(38) 3676-3143",,,
"Guincho Dauto Peças","Rua Alba Gonzaga, 491 - Unaí - MG","(38) 99961-1000","(38) 99961-1000",,
"Laboratório INAP - Análises Patológicas e Citopatológicas","Rua São José, 279 - Unaí - MG","(38) 3676-6956",,,
"Laboratório São Luiz","Rua João Pinheiro, 397 - Unaí - MG","(38) 3676-1340","(38) 98807-8527",https://www.instagram.com/laboratoriosaoluizunai,http://www.saoluizunai.com.br
"Saulo Reis Prótese Dentária","Rua Canabrava, 80 - Unaí - MG","(38) 3677-7097",,,
"Laboratório Centrolab","Rua Nossa Senhora do Carmo, 136 - Unaí - MG","(38) 3676-1390","(38) 998250663",https://www.instagram.com/centrolabunai,https://labcentrolab.com.br
"La Dona Moda Íntima","Rua Celina Lisboa Frederico, 433 - Unaí - MG","(38) 3676-7885",,,
"Lages Forte","Rua Domingos Pinto Brochado, 1144 - Unaí - MG","(38) 3676-1345",,,
"Lan House GD","Rua Patos de Minas, 375 - Unaí - MG","(38) 3677-3241",,,
"Panificadora e Lanchonete Canabrava","Rua Djalma Torres, 1213 - Unaí - MG","(38) 3676-2367",,,
"Panificadora e Lanchonete Pão e Cia","Rua Eli Pinto de Carvalho, 861 - Unaí - MG","(38) 3676-8919",,,
"Restaurante e Lanchonete Panela de Ferro","Rua Virgílio Justiniano Ribeiro, 1626 - Unaí - MG","(38) 3677-2900",,,
"Lanchonete Fornari","Avenida Governador Valadares, 570 A - Unaí - MG","(38) 3676-1504",,,
"Lanchonete JK","Rua Canabrava, 50 - Unaí - MG","(38) 3676-2550",,,
"Lanchonete Nossa Senhora do Carmo","Rua Djalma Torres, 87 - Unaí - MG","(38) 3676-3388",,,
"Lanchonete Ponto Chic","Avenida Castelo Branco, 15 - Centro - Unaí - MG","(38) 3676-4066",,,
"Lanchonete Tribo do Acaí","Rua Roncador, 251 - Unaí - MG","(38) 3676-3430",,,
"Lanchonete Vila Verde","Rua Celina Lisboa Frederico, 65 - Unaí - MG",,,,
"Lajes Premocom","Rua Canabrava, 842 - Unaí - MG","(38) 3676-3749",,,
"Lajes Trimaco","Rua Monte Carmelo, 62 - Unaí - MG","(38) 3676-4246",,,
"Lara Decorações","Avenida Governador Valadares, 1192 - Unaí - MG","(38) 3676-3368",,,
"Lápis de Cor","Rua Nossa Senhora do Carmo, 291 - Centro - Unaí - MG","(38) 3676-2345",,,
"Lava Jato Stilo","Rua João Pinheiro, 29 - Centro - Unaí - MG","(38) 3676-4682",,,
"Lava Rápido Dus-Mió","Rua Paracatu, 520 - Unaí - MG","(38) 3676-8839",,,
"Lava Rápido Ta Novo","Rua Santa Luzia, 1349 - Unaí - MG","(38) 3677-5754",,,
"Lava Jato Papa Léguas","Rua Princesa Isabel, 81 - Unaí - MG","(38) 3676-7875",,,
"Lava Jato do Adélio","Rua Aldeia, 28 - Unaí - MG","(38) 3676-2064",,,
"Lava Jato e Produtos de Limpeza Pit Stop","Avenida Governador Valadares, 1523 - Unaí - MG","(38) 3676-4495",,,
"Lava Jato Nahin","Rua Santa Clara, 734 - Unaí - MG","(38) 3677-4225",,,
"Lava Jato Nahin","Rua Prefeito João Costa, 199 - Unaí - MG","(38) 3676-6505",,,
"Lava Jato Rio Preto","Rua Rio Preto, 330 - Unaí - MG","(38) 3676-3816",,,
"Leão Tintas Unaí","Rua Virgílio Justiniano Ribeiro, 1344 - Unaí - MG","(38) 3676-6068",,,
"Léo Piscinas","Rua Celina Lisboa Frederico, 441 - Unaí - MG","(38) 3676-6034",,,
"Loc Máquinas Unaí","Av. São João, 46 - Divinéia - Unaí - MG","(38) 98811-5203","(38) 98811-5203",,https://www.facebook.com/loqmaquinasunai
"Letabela Grill","Rua Nossa Senhora do Carmo, 256 - Unaí - MG","(38) 3676-6262","(38) 99726-6759",https://www.instagram.com/letabelaunai,
"Líder Cosméticos","Avenida José Luiz Adjuto, 449 - Unaí - MG","(38) 3676-6993",,,
"Líder Eletrônica","Rua Aldeia, 332 - Unaí - MG","(38) 3676-5620",,,
"Líder Embreagem","Avenida São João, 80 - Unaí - MG","(38) 3677-5001",,,
"Linken Conservas","Rua Canabrava, 316 - Unaí - MG","(38) 3677-3874",,,
"Lilás Moda Festa","Rua Virgílio Justiniano Ribeiro, 1632 - Unaí - MG","(38) 3677-4549",,,
"Livraria Corujão do Cerrado","Rua Djalma Torres, 44 - Unaí - MG","(38) 3676-4122",,,
"Livraria Cristo Rei","Rua Roncador, 330 - Unaí - MG","(38) 3676-4901",,,
"Livraria Material Pedagógico e Papelaria Athena","Rua Nossa Senhora do Carmo, 245 - Centro - Unaí - MG","(38) 3677-4316",,,
"Livraria e Papelaria Nossa Senhora Aparecida","Avenida Governador Valadares, 1161 - Unaí - MG","(38) 3676-2031",,,
"Livraria Filhos da Misericórdia Artigos Religiosos","Rua José do Patrocínio, 329 - Centro - Unaí - MG","(38) 3676-0811",,,
"Livraria São José","Avenida Governador Valadares, 1161 - Unaí - MG","(38) 3677-6265",,,
"Lizon Confecções","Avenida Governador Valadares, 837 - Unaí - MG","(38) 3676-3533",,,
"LK Bijuteria e Acessórios","Avenida Governador Valadares, 1214 - Unaí - MG","(38) 3676-5233",,,
"Locação de Equipamentos para Terraplenagem - Terra Construtora","Rua Aldeia, 255 - Unaí - MG","(38) 3676-6737",,,
"Lenna Dios - Locação e Venda de Trajes Femininos","Rua Aldeia, 156 - Unaí - MG","(38) 99981-3304",,,
"Localiza - Locadora de Veículos","Praça São Cristóvão, 107 - Centro - Unaí - MG","(38) 3676-3999",,,www.localiza.com
"CJ Locadora - Alguel de Mesas, Cadeiras, Freezers e Caixas Térmicas","Avenida Tancredo Neves, 687 - Unaí - MG","(38) 99909-9548",,,
"Locar Veículos","Avenida Governador Valadares, 1610 - Unaí - MG","(38) 3676-1590",,,
"Locavel Locadora de Veículos","Rua Alba Gonzaga, 510 - Centro - Unaí - MG","(38) 3676-0600",,,
"Loctec - Assistência Técnica Autorizada Makita","Rua Prefeito João Costa, 990 - Unaí - MG","(38) 3676-9291",,,
"Loja da Borracha","Rua Paracatu, 5 - Unaí - MG","(38) 3676-1727",,,
"Loja do Telefone","Rua Alba Gonzaga, 342 A - Unaí - MG","(38) 3676-9293",,,
"Loja do Zezinho","Avenida Governador Valadares, 641 - Unaí - MG","(38) 3676-2625",,,
"Loja Maçonica Mestres do Rio Preto","Rua Nossa Senhora do Carmo, 349 - Unaí - MG","(38) 3676-2546",,,
"Visual Modas","Avenida Governador Valadares, 932 - Unaí - MG","(38) 3676-4143",,,
"Loja Maçonica Simb Acácia Unaiense","Avenida Governador Valadares, 3233 - Unaí - MG","(38) 3676-5353",,,
"Max Presentes e Acessórios","Avenida Governador Valadares, 485 - Centro - Unaí - MG","(38) 3676-8907",,,
"Lonas - RBE Lonas","Rodovia Br 251, KM 97 - Unaí - MG","(38) 3677-2221",,,
"Loteria Caminho da Sorte","Avenida Governador Valadares, 786 - Unaí - MG","(38) 3676-4042",,,
"Loteria Casa da Fortuna","Rua São José, 163 - Unaí - MG","(38) 3676-1423",,,
"Loteria Cristal da Sorte","Rua Professor Olímpio Gonzaga, 250 - Unaí - MG","(38) 3676-2433",,,
"Loteria Quina de Ouro","Avenida Castelo Branco, 28 - Centro - Unaí - MG","(38) 3676-1102",,,
"Loteria Trevo da Sorte","Rua Celina Lisboa Frederico, 282 - Unaí - MG","(38) 3676-3661",,,
"Loterias Columbia","Rua Canabrava, 1240 - Unaí - MG","(38) 3676-5084",,,
"Agro Óleo","Rua Capim Branco, 18 - Barroca - Unaí, MG","(38) 3677-7333","(38) 3677-7333",https://www.instagram.com/agro_oleo,http://agrooleo.com.br
"Lubrizabel - Lubrificantes","Rua Virgílio Justiniano Ribeiro, 256 - Unaí - MG","(38) 3676-8667",,,
"Lubrificantes Posto Capim Branco","Rua Celina Lisboa Frederico, 30 - Unaí - MG","(38) 3676-7518",,,
"Lubrificantes Posto Planalto","Avenida Governador Valadares, 1312 - Unaí - MG","(38) 3676-2781",,,
"Lubrificantes Posto Santa Rita","Rua Juvêncio Correio, 144 - Unaí - MG","(38) 3676-0222",,,
"Lubrificantes Posto SB","Rua Virgílio Justiniano Ribeiro, 1180 - Unaí - MG","(38) 3677-5030",,,
"Luana Presentes","Avenida Governador Valadares, 784 - Unaí - MG","(38) 3676-7025",,,
"Madeireira Menezes","Avenida São João, 765 - Divinéia - Unaí - MG","(38) 99942-2625","(38) 9942-2625",https://www.instagram.com/madeireiramenezesunai,
"Mais Comunicação","Rua Juvêncio Correio, 331 - Unaí - MG","(38) 3676-7630",,,
"Madeireira Irmãos Braga","Rua Diamantes, 317 - Capim Branco II - Unaí - MG","(38) 3677-2037","(38) 99913-2000",https://www.instagram.com/madeireira_irmaosbraga,
"Madeireira São Luiz","Avenida José Luiz Adjuto, 1219 - Unaí - MG","(38) 3676-3309",,,
"Madeireira São Salvador","Rua Juvêncio Correio, 65 - Unaí - MG","(38) 3676-1209",,,
"Mãe Bebê","Rua Canabrava, 41 - Unaí - MG","(38) 3676-9600",,,
"Magazine Ana Júlia","Rua Rio Preto, 35 - Unaí - MG","(38) 3676-9066",,,
"Magazine da Criança","Avenida Governador Valadares, 659 - Unaí - MG","(38) 3676-9444",,,
"Maísa Móveis","Avenida Governador Valadares, 759 - Unaí - MG","(38) 3676-1386",,,
"Maison Moda Íntima","Rua Celina Lisboa Frederico, 68 - Unaí - MG","(38) 3676-3636",,,
"Mania de Sapato","Rua Nossa Senhora do Carmo, 269 - Unaí - MG","(38) 3676-3225",,,
"Mania de Telefone - Venda e Assistência Técnica","Avenida Castelo Branco, 37 - Unaí - MG","(38) 3676-2542",,,
"Premoldados Rio Preto - Manilhas Blocos de Concreto","Rod Mg 188, Ao lado Trevo Mamoeiro - Unaí - MG","(38) 3676-3906",,,
"Maqcampo - Concessionário Autorizado John Deere","Rod Mg 188, 333 - Unaí - MG","(38) 3677-5777",,,www.maqcampo.com.br/
"Mercantil Regional Tratores - Máquinas Agrícolas","Rua Arlindo Gomes Branquinho, 501 - Unaí - MG","(38) 3676-9015",,,
"Associação Mão Amiga","Rua Jacanã, 328 - Unaí - MG","(38) 3677-6006",,,
"Manuscrito Letreiros Placas e Faixas","Rua Alba GonzagaUnaí - MG","(38) 3676-3839",,,
"Safra Tratores - Máquinas Agrícolas","Avenida Castelo Branco, 621 - Unaí - MG","(38) 2102-2102",,,
"Marcenaria do Divino Lima","Avenida Governador Valadares, 2705 - Unaí - MG","(38) 3676-8870",,,
"Marcenaria do Marcelo","Av. Cabo Verde, 940 - Água Branca II - Unaí - MG","(38) 3676-8582","(38) 98801-9114",https://www.instagram.com/marcenariadomarceloplanejados,
"Marcenaria JN","Rua Francisco R. da Silva, 147 - Unaí - MG","(38) 3676-8304",,,
"Marcenaria Minas Móveis","Avenida Governador Valadares, 486 - Unaí - MG","(38) 3676-4917",,,
"Marcenaria Minas Móveis - Fábrica","Avenida José Luiz Adjuto, 1343 - Unaí - MG","(38) 99118-7560",,,
"Marcenaria Mineira","Rua Dores do Indaiá, 351 - Unaí - MG","(38) 3677-5945",,,
"Marcenaria São José","Rua José Marciano Pinto, 460 - Unaí - MG","(38) 3676-9284",,,
"Shell Móveis - Marcenaria","Rua Djalma Torres, 1881 - Unaí - MG","(38) 3676-0413",,,
"Marcenaria Só Móveis","Rua Roncador, 31 - Unaí - MG","(38) 3676-0803",,,
"Marcenaria Três Irmãos","Rua Domingos Pinto Brochado, 1100 - Unaí - MG","(38) 3676-5249",,,
"Marmoraria Brasil","Avenida São João, 780 - Unaí - MG","(38) 3676-3553",,,
"Marmoraria Granifort","Avenida São João, 294 - Unaí - MG","(38) 3676-6868","(38) 9907-6580",https://www.instagram.com/granifort_unai,
"Marmoraria Porto Gran","Avenida Governador Valadares, 2135 - Unaí - MG","(38) 3676-6734",,,
"Marmoraria Unamar","Rua Cachoeira, 822 - Unaí - MG","(38) 3676-2095",,,
"Maromba Seguros","Rua Djalma Torres, 454 - Unaí - MG","(38) 3676-2202",,,
"Martelinho de Ouro","Avenida Governador Valadares, 1808 - Unaí - MG","(38) 3676-8163",,,
"Martins Carneiro Empreendimentos Imobiliários","Avenida Governador Valadares, 346 - Unaí - MG","(38) 3676-3637",,,
"Master Cabo - Internet TV a Cabo","Rua Nossa Senhora do Carmo, 257 - Centro - Unaí - MG","(38) 3677-2000",,,
"Cosnstrutora Casa Nova","Av. Governador Valadares, 2332 - Divinéia - Unaí - MG","(38) 99938-6862","(38) 99938-6862",,
"Jomar Tintas","Rua Prefeito João Costa, 1041 - Unaí - MG","(38) 3676-5434",,,
"Império Ferragens","Rua Virgílio Justiniano Ribeiro, 159 - Unaí - MG","(38) 3676-6916",,,
"Una Tintas","Rua Eli Pinto de Carvalho, 295 - Centro - Unaí - MG","(38) 3677-4777","(38) 99917-4087",,https://www.instagram.com/unatintas
"Caça e Pesca - Esporte e Lazer","Avenida Governador Valadares, 100 - Unaí - MG","(38) 3677-2238",,,
"MB Peças e Acessórios","Avenida Governador Valadares, 1299 - Unaí - MG","(38) 3676-3318",,,
"Maclaren Peças e Serviços","Rua Prefeito João Costa, 872 - Unaí - MG","(38) 3676-3448",,,
"Mecânica Auto Estrada","Rua Arlindo Gomes Branquinho, 345 - Unaí - MG","(38) 3677-2210",,,
"Mecânica e Auto Peças Nossa Sra Abadia","Rodovia Br 251, KM 938 - Unaí - MG","(38) 3676-1320",,,
"Mecânica e Auto Peças Vadiesel","Rua Rubis, 85 - Unaí - MG","(38) 3676-5202",,,
"Mecânica MG Tratores","Rua Capim Branco, 88 - Unaí - MG","(38) 3676-7756",,,
"Pickup Car Mecânica Peças e Serviços","Rua Prefeito João Costa, 924 - Unaí - MG","(38) 3676-1668",,,
"WM Automóveis e Peças","Rua Prefeito João Costa, 896 - Unaí - MG","(38) 3676-1256",,,
"Mecanor Mecânica Noroeste","Rodovia Br 251, 902 - Unaí - MG","(38) 3677-4413",,,
"Mega Agronegócios","Avenida Rui Barbosa, 330 - Unaí - MG","(38) 3676-9313",,,
"Mega Hertz Auto Elétrica","Rua Virgílio Justiniano Ribeiro, 1209 - Unaí - MG","(38) 3676-5112","(38) 9815-4709",https://www.instagram.com/megahertzeletrica,
"Mega Veículos","Avenida Governador Valadares, 1396 - Unaí - MG","(38) 3677-4440",,,www.megaveiculosunai.com.br
"Mensagem Ao Vivo Fonada Gilson e Cidinha","Rua Patos de Minas, 743 - Unaí - MG","(38) 3676-7331",,,
"Publicidae e Mensagens Ao Vivo Rodrigo Rodrigues","Rua Framboesa, 15 - Unaí - MG","(38) 3676-5996",,,
"Mercadinho Bom Preço","Avenida Castelo Branco, 412 - Unaí - MG","(38) 3676-2871",,,
"Mercadinho Real","Rua Celina Lisboa Frederico, 1571 - Unaí - MG","(38) 3676-2030",,,
"Mercadinho Santa Luzia","Rua Serra, 761 - Unaí - MG","(38) 3677-3372",,,
"Mercearia Vasconcelos","Rua Eli Pinto de Carvalho, 128 - Unaí - MG","(38) 3676-4552",,,
"Supermercado 2 Manos","Rua Matias Nunes Souza, 290 - Unaí - MG","(38) 3676-8450",,,
"Supermercado Modelo","Rua Dona Nina, 1110 - Unaí - MG","(38) 3677-4474",,,
"Mercado Orione","Avenida Governador Valadares, 2400 - Unaí - MG","(38) 3676-2287",,,
"Supermercado Bela Vista","Avenida Governador Valadares, 2748 - Unaí - MG","(38) 3676-6525",,,
"Mercantil Veículos","Avenida Governador Valadares, 1550 - Unaí - MG","(38) 3676-4813","(38) 99961-9661",https://www.instagram.com/mercantil_veiculos,https://www.mercantilveiculos.com.br
"Mercearia 3 Irmãos","Avenida Governador Valadares, 49 - Unaí - MG","(38) 3676-1545",,,
"Armazém do Elinho","Avenida Governador Valadares, 369 - Unaí - MG","(38) 3676-2399",,,
"Armazém do Japão","Rua Mangabas, 352 - Unaí - MG","(38) 3677-2933",,,
"Armazém Jerônimo","Rua Três, 16 - Unaí - MG","(38) 3676-8137",,,
"Armazém Ribeiro","Rua San Salvador, 158 - Unaí - MG","(38) 3676-4368",,,
"Mercearia Alves","Rua Canabrava, 1153 - Unaí - MG","(38) 3676-4858",,,
"Mercearia Araguaia","Rua Rio Preto, 243 - Unaí - MG","(38) 3676-3399",,,
"Mercearia Braz","Rua Santa Luzia, 360 - Unaí - MG","(38) 3676-5784",,,
"Mercearia Cordeiro","Rua Cachoeira, 1192 - Unaí - MG","(38) 3676-3796",,,
"Mercearia do Marcinho","Rua Geraldo F Santos, 196 - Unaí - MG","(38) 3676-6265",,,
"Mercearia do Paulinho","Avenida Vereador João Narciso, 939 - Unaí - MG","(38) 3676-5186",,,
"Mercearia e Armazém Santos","Avenida Governador Valadares, 61 - Unaí - MG","(38) 3676-7571",,,
"Mercearia Mendes","Rua Prefeito João Costa, 293 - Unaí - MG","(38) 3676-5197",,,
"Mercearia Peg Pag Silva","Rua Josinda Martins, 56 - Unaí - MG","(38) 3676-2402",,,
"Mercearia Jardim","Rua Camélias, 523 - Unaí - MG","(38) 3676-6760",,,
"Mercearia Oliveira","Rua Prefeito João Costa, 347 - Unaí - MG","(38) 3676-7413",,,
"Mercearia Resende","Avenida José Luiz Adjuto, 1169 - Unaí - MG","(38) 3676-2042",,,
"Mercearia Sertaneja","Rua Djalma Torres, 1296 - Unaí - MG","(38) 3676-4841",,,
"Mercearia União","Rua Matias Nunes Souza, 270 - Unaí - MG","(38) 3676-8136",,,
"Metalbel Estruturas Metálicas","Rodovia Br 251, km02 - Unaí - MG","(38) 3677-5044",,,
"Metal Forte Fábrica de Calhas e Rufos","Avenida São João, 470 - Unaí - MG","(38) 3676-9822",,,
"Miami Presentes","Avenida Governador Valadares, 774 - Unaí - MG","(38) 3676-8871",,,
"Micro House Informática","Rua José do Patrocínio, 710 - Unaí - MG","(38) 3676-1174",,,
"Micro Mais Informática","Rua Natal Justino da Costa, 757 - Unaí - MG","(38) 3677-6199",,,
"Mil Brindes","Rua Alba Gonzaga, 448 - Unaí - MG","(38) 3676-7998",,,
"Milênio Jóias","Avenida Governador Valadares, 631 - Unaí - MG","(38) 3676-8415",,,
"Minas Brasil Armazém Gerais e CNB Transporte","Rodovia Br 251, 590 - Unaí - MG","(38) 3676-8571",,,
"Secretaria de Estado da Saúde de Minas Gerais","Avenida Governador Valadares, 1634 - Unaí - MG","(38) 3677-9300",,,
"Secretaria de Estado da Educação de Minas Gerais","Rua Nossa Senhora do Carmo, 3 - Unaí - MG","(38) 3677-9500",,,
"Minas Gesso","Rua João Pinheiro, 437 - Unaí - MG","(38) 3676-4652",,,
"Minas Móveis","Avenida Governador Valadares, 486 - Unaí - MG","(38) 3676-4917",,,
"Minas Móveis - Fábrica","Avenida José Luiz Adjuto, 1341 - Unaí - MG","(38) 99118-7560",,,
"Minas Seguros","Rua Celina Lisboa Frederico, 111 - Unaí - MG","(38) 3676-3555",,,
"Minas Sorriso Consultório Odontológico","Rua Celina Lisboa Frederico, 65 - Unaí - MG","(38) 3676-3761",,,
"Minas Temper Vidros - Vidraçaria","Rua Aldeia, 334 - Unaí - MG","(38) 3676-1381",,,
"Mineirão Distribuidora de Bebidas e Locadora","Rua Professor Olímpio Gonzaga, 28 - Unaí - MG","(38) 3676-9610",,,
Xitabacana,"Avenida Governador Valadares, 1234 - Unaí - MG","(38) 3676-4204",,,
"Xodó Restaurante","Rua Djalma Torres, 326 - Centro - Unaí - MG","(38) 3676-4546","(38) 99913-4546",https://www.instagram.com/xodo_restaurante_unaimg,
"Zapp Fashion","Avenida Governador Valadares, 888 - Unaí - MG","(38) 3676-6444",,,
"Zapp Modas","Avenida Governador Valadares, 917 - Unaí - MG","(38) 3676-5437",,,
"Zapp Kids e Teens","Avenida Governador Valadares, 914 - Unaí - MG","(38) 3676-9070",,,
"Zastras Brinquedos","Rua Canabrava, 256 - Unaí - MG","(38) 3676-5329",,,
"Zulato Mídia","Rua Princesa Isabel, 385 - Unaí - MG","(38) 99916-9957",,,
"Zilda Maria Cabeleireira","Rua Calixto Martins de Melo, 126 - Unaí - MG","(38) 3676-2173",,,
"Zipper Modas","Rua Djalma Torres, 265 - Unaí - MG","(38) 3676-5757",,,
"W Egido Comércio e Consultoria","Avenida Governador Valadares, 940 - Unaí - MG","(38) 3676-3303",,,
"WA Segurança Eletrônica","Avenida Vicente P Pessoa, 176 - Unaí - MG","(38) 3676-1338",,,
"Wagner Perfumes","Rua Canabrava, 235 - Unaí - MG","(38) 3676-8468",,,
"Wagner Perfumes","Rua Djalma Torres, 251 - Unaí - MG","(38) 3676-4562",,,
"Way Instalação e Manutenção 24 Horas","Rua Santa Luzia, 1085 - Unaí - MG","(38) 3677-6051",,,
"Welma - Instituto de Beleza Relux","Avenida Governador Valadares, 1928 - Unaí - MG","(38) 3677-1787",,,
"Wind Motopeças - Peças e Serviços","Rua Virgílio Justiniano Ribeiro, 1485 - Unaí - MG","(38) 3676-1658",,,
"Wizard Unaí - Curso de Inglês","Rua Canabrava, 323 - Unaí - MG","(38) 3676-5455",,,
"WS Contabilidade e Despachante","Rua Celina Lisboa Frederico, 111 - Unaí - MG","(38) 3676-1104",,,
"WS Utilidades","Rua Jovino Rodrigues Santana, 109 - Unaí - MG","(38) 3676-1834",,,
"V12 Motors","Rua São José, 405 - Centro, Unaí - MG","(38) 3676-1308",,,
"Vagas Noroeste","Praça Sandoval M Ferreira, 81 - Unaí - MG","(38) 3676-5082",,,
"Décor Floricultura","Rua Nossa Senhora do Carmo, 111 - Centro - Unaí - MG","(38) 3676-2333",,,
"Vallecar Veículos","Avenida Castelo Branco, 245 - Unaí - MG","(38) 3676-6541",,,
"VDF Distribuição de Alimentos","Rua Marechal Rondom, 204 - Unaí - MG","(38) 3676-2073",,,
"Unavel Veículos","Rua Alba Gonzaga, 510 - Centro - Unaí - MG","(38) 3676-5556",,,
"Via Renault - Concessionária Renault","Rua Prefeito João Costa, 780 - Centro, Unaí - MG","(38) 2102-3030","(61) 99154-8400",https://www.instagram.com/via_renault,https://unai.viarenault.com
"Via Nissan - Concessionária Nissan","Rua Aldeia, 10 - Unaí - MG","(38) 2102-3000","(61) 99154-8400",https://www.instagram.com/via.nissan,https://unai.vianissan.com
